CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
437,5639.464394,1.0,717.18,399.15,318.03,3856.971744,0.416667,0.166667,0.25,0.75,16,7,7000.0,1460.652254,1540.175186,0.0,12
1233,8884.816576,1.0,1233.58,1233.58,0.0,13674.24402,0.416667,0.416667,0.0,0.75,26,7,13000.0,5574.916601,4576.531483,0.0,12
975,2263.795064,0.875,320.0,320.0,0.0,4510.237702,0.5,0.5,0.0,0.875,15,5,10000.0,5215.482973,502.888727,0.0,8
219,4931.331857,1.0,901.42,646.07,255.35,8530.648614,0.625,0.375,0.25,0.875,37,9,12000.0,8113.297346,1012.415961,0.0,8
5587,812.839893,0.875,1160.09,932.09,228.0,3129.703318,0.875,0.375,0.5,0.875,8,13,2000.0,4900.523879,197.894736,0.2,8
23,5227.616927,1.0,0.0,0.0,0.0,3819.594336,0.0,0.0,0.0,1.0,27,0,5200.0,4995.602345,5363.753233,0.0,12
4857,3688.371995,1.0,0.0,0.0,0.0,10746.54538,0.0,0.0,0.0,1.0,63,0,7000.0,10906.06846,1059.881395,0.083333,12
6523,492.947466,1.0,0.0,0.0,0.0,1826.582575,0.0,0.0,0.0,1.0,27,0,2500.0,1675.26159,162.457032,0.375,10
6539,2648.244646,1.0,0.0,0.0,0.0,10458.97815,0.0,0.0,0.0,1.0,123,0,4000.0,9818.531412,665.888853,0.0,12
7639,6836.552992,1.0,0.0,0.0,0.0,11405.73425,0.0,0.0,0.0,1.0,42,0,10000.0,6834.695342,2716.326216,0.0,12
7677,6956.37654,1.0,11500.94,3091.01,8409.93,15133.53213,1.0,1.0,1.0,1.0,48,308,14000.0,20122.00545,1617.014574,0.166667,12
5377,10905.05381,1.0,431.93,133.5,298.43,47137.21176,0.583333,0.25,0.5,1.0,123,21,19600.0,39048.59762,5394.173671,0.0,12
5097,7333.442833,1.0,320.8,0.0,320.8,9733.258025,0.833333,0.0,0.75,1.0,38,10,10000.0,2036.371171,2529.594963,0.0,12
5199,9601.071318,1.0,238.34,0.0,238.34,4809.11955,0.833333,0.0,0.833333,1.0,8,5,15000.0,1194.510762,1206.257247,0.0,6
3781,4837.835705,0.909091,1283.4,1140.9,142.5,6312.335558,0.818182,0.818182,0.090909,1.0,24,34,4500.0,5190.696125,6825.44203,0.0,11
1301,7268.70638,1.0,306.91,306.91,0.0,12702.4277,0.272727,0.272727,0.0,1.0,93,4,12000.0,3512.633784,2096.962594,0.0,11
5727,5906.184924,1.0,141.8,141.8,0.0,1651.286918,0.125,0.125,0.0,1.125,12,2,10000.0,933.969974,919.289675,0.0,8
5195,5656.069801,1.0,362.36,362.36,0.0,7240.433194,0.25,0.25,0.0,1.25,12,2,8000.0,683.421497,2036.877611,0.0,8
6407,3846.74253,1.0,0.0,0.0,0.0,1932.460679,0.0,0.0,0.0,1.5,18,0,5600.0,496.245836,538.346874,0.0,6
289,284.34843,0.545455,0.0,0.0,0.0,651.58766,0.0,0.0,0.0,0.090909,1,0,1500.0,429.615048,178.518687,0.0,11
515,26.143768,0.363636,0.0,0.0,0.0,490.493,0.0,0.0,0.0,0.090909,4,0,1000.0,1132.076982,42.063009,0.333333,11
657,3509.710886,1.0,0.0,0.0,0.0,3448.87085,0.0,0.0,0.0,0.090909,1,0,6000.0,811.884107,833.953708,0.0,11
1667,3207.605367,0.909091,0.0,0.0,0.0,3766.7883,0.0,0.0,0.0,0.090909,5,0,9000.0,750.543668,1131.588644,0.0,11
1865,1411.914825,1.0,0.0,0.0,0.0,127.321884,0.0,0.0,0.0,0.090909,2,0,1500.0,259.780798,423.779107,0.0,11
1997,100.208311,0.909091,0.0,0.0,0.0,182.143966,0.0,0.0,0.0,0.090909,1,0,3000.0,175.911508,145.244181,0.0,11
2391,1018.350846,1.0,0.0,0.0,0.0,716.818927,0.0,0.0,0.0,0.090909,3,0,3000.0,263.238508,334.618726,0.0,11
3197,0.0,0.0,0.0,0.0,0.0,147.241855,0.0,0.0,0.0,0.090909,1,0,500.0,667.921811,,0.0,11
3317,364.391307,0.272727,0.0,0.0,0.0,1658.424947,0.0,0.0,0.0,0.090909,1,0,1800.0,0.0,,0.0,11
3679,2525.425787,1.0,0.0,0.0,0.0,2892.511237,0.0,0.0,0.0,0.090909,2,0,3000.0,683.769908,750.741405,0.0,11
3877,177.822533,1.0,0.0,0.0,0.0,212.597424,0.0,0.0,0.0,0.090909,1,0,3000.0,141.272092,271.376651,0.0,11
4125,986.583117,0.727273,0.0,0.0,0.0,1350.155793,0.0,0.0,0.0,0.090909,1,0,1500.0,276.229102,362.442402,0.0,11
4713,1322.057239,1.0,0.0,0.0,0.0,76.260896,0.0,0.0,0.0,0.090909,1,0,6200.0,802.038512,291.307669,0.0,11
5711,134.613205,0.727273,0.0,0.0,0.0,447.255199,0.0,0.0,0.0,0.090909,1,0,2500.0,414.896217,200.076565,0.0,11
6097,2531.153022,0.909091,0.0,0.0,0.0,2718.185493,0.0,0.0,0.0,0.090909,8,0,3500.0,712.639694,728.897716,0.0,11
6453,888.023397,0.909091,0.0,0.0,0.0,252.318137,0.0,0.0,0.0,0.090909,3,0,1500.0,1734.981714,317.921967,0.181818,11
6521,1271.172501,0.909091,0.0,0.0,0.0,1865.939841,0.0,0.0,0.0,0.090909,1,0,4000.0,2099.387435,366.383649,0.0,11
7023,206.978089,1.0,0.0,0.0,0.0,500.665069,0.0,0.0,0.0,0.090909,2,0,3000.0,936.856845,163.934517,0.090909,11
7971,382.63138,1.0,0.0,0.0,0.0,748.78028,0.0,0.0,0.0,0.090909,1,0,1200.0,566.605747,196.904622,0.0,11
4519,2882.954391,1.0,3591.81,2452.56,1139.25,554.07167,1.0,0.818182,0.818182,0.090909,2,74,10450.0,8438.775135,768.82697,0.0,11
3005,55.59749,0.545455,479.98,479.98,0.0,942.597948,0.090909,0.090909,0.0,0.090909,1,1,1200.0,1836.626686,31.147044,0.0,11
4963,63.524092,1.0,145.7,145.7,0.0,493.123696,0.090909,0.090909,0.0,0.090909,1,2,1500.0,607.546663,76.750324,0.0,11
5963,16.834929,0.454545,15.0,15.0,0.0,209.025389,0.090909,0.090909,0.0,0.090909,1,1,7500.0,430.213001,86.959785,0.0,11
7859,2154.354852,1.0,104.0,104.0,0.0,91.406322,0.090909,0.090909,0.0,0.090909,1,1,6000.0,732.471319,512.458262,0.0,11
3811,5705.19862,0.909091,942.68,942.68,0.0,2432.714654,0.181818,0.181818,0.0,0.090909,2,2,9000.0,10909.20512,2007.753774,0.0,11
7267,304.945628,1.0,2788.81,2788.81,0.0,266.383091,0.727273,0.727273,0.0,0.090909,6,22,4000.0,2803.353036,130.626533,0.714286,11
2617,534.168335,0.909091,3916.8,2170.37,1746.43,107.838419,0.909091,0.636364,0.545455,0.090909,1,60,3000.0,3291.567762,144.195071,0.571429,11
6249,410.466315,0.545455,826.0,116.0,710.0,750.50253,0.909091,0.181818,0.818182,0.090909,2,15,1000.0,1750.067404,483.936762,0.125,11
2543,3846.498183,1.0,788.54,734.45,54.09,69.894469,0.545455,0.363636,0.181818,0.090909,2,8,4200.0,2071.865365,1445.432949,0.0,11
5995,817.793943,1.0,478.28,189.03,289.25,945.547556,0.545455,0.181818,0.363636,0.090909,1,7,2400.0,635.314875,259.501896,0.0,11
195,348.321822,1.0,0.0,0.0,0.0,178.138151,0.0,0.0,0.0,0.181818,2,0,500.0,142.741177,195.413588,0.0,11
1263,1282.087245,1.0,0.0,0.0,0.0,200.865502,0.0,0.0,0.0,0.181818,2,0,1500.0,246.329361,575.063465,0.0,11
1519,3170.537693,0.909091,0.0,0.0,0.0,1161.103112,0.0,0.0,0.0,0.181818,2,0,3500.0,547.23924,1111.251287,0.0,11
2453,1619.001848,0.363636,0.0,0.0,0.0,4892.793928,0.0,0.0,0.0,0.181818,3,0,5000.0,368.653175,403.883591,0.0,11
4145,3866.85069,1.0,0.0,0.0,0.0,762.875848,0.0,0.0,0.0,0.181818,3,0,10000.0,708.94961,1392.546969,0.0,11
5053,3971.138765,1.0,0.0,0.0,0.0,224.575517,0.0,0.0,0.0,0.181818,3,0,4000.0,764.938728,1600.212243,0.0,11
5303,1613.34907,0.909091,0.0,0.0,0.0,1606.322681,0.0,0.0,0.0,0.181818,3,0,4500.0,312.433361,648.139459,0.0,11
5413,147.527826,0.727273,0.0,0.0,0.0,291.423252,0.0,0.0,0.0,0.181818,3,0,1200.0,114.87215,198.55418,0.0,11
5967,2255.408224,0.909091,0.0,0.0,0.0,2705.839993,0.0,0.0,0.0,0.181818,3,0,3000.0,504.262605,569.631323,0.0,11
6063,1031.037548,1.0,0.0,0.0,0.0,1117.043527,0.0,0.0,0.0,0.181818,8,0,1200.0,157.740697,2021.959242,0.0,11
6073,2149.205166,0.909091,0.0,0.0,0.0,1114.317913,0.0,0.0,0.0,0.181818,2,0,3000.0,3230.180347,12748.98306,0.0,11
6413,1631.603874,1.0,0.0,0.0,0.0,831.780875,0.0,0.0,0.0,0.181818,2,0,1800.0,357.259124,687.048707,0.0,11
6799,3414.780266,1.0,0.0,0.0,0.0,8264.603438,0.0,0.0,0.0,0.181818,9,0,9000.0,718.95107,1160.439791,0.0,11
509,4556.537803,0.909091,1450.0,1450.0,0.0,2260.73569,0.090909,0.090909,0.0,0.181818,2,1,9000.0,1010.845518,917.567262,0.0,11
2321,2431.019916,0.818182,729.82,729.82,0.0,2555.909872,0.181818,0.181818,0.0,0.181818,13,4,3500.0,46.969049,18924.00199,0.0,11
6429,1156.813935,1.0,251.38,101.28,150.1,506.605228,0.909091,0.181818,0.909091,0.181818,3,12,7500.0,2853.276447,367.503207,0.181818,11
2773,2583.654027,0.909091,667.39,214.53,452.86,389.261392,0.636364,0.181818,0.545455,0.181818,6,12,6000.0,572.759229,883.618787,0.0,11
2955,13318.65912,1.0,3504.74,3266.29,238.45,1306.849608,0.636364,0.545455,0.272727,0.181818,3,16,17500.0,2594.820938,4762.246065,0.0,11
7559,2134.513436,1.0,733.35,78.6,654.75,5716.149236,0.818182,0.181818,0.818182,0.181818,7,11,3000.0,6801.933334,1017.637027,0.090909,11
7825,677.188172,0.909091,3777.59,3777.59,0.0,329.214459,0.818182,0.818182,0.0,0.181818,3,28,4000.0,5499.745992,261.247523,0.090909,11
2377,1889.128442,0.909091,0.0,0.0,0.0,2994.518885,0.0,0.0,0.0,0.363636,12,0,3000.0,7744.256948,631.349828,0.0,11
3191,4506.810924,1.0,0.0,0.0,0.0,312.118407,0.0,0.0,0.0,0.363636,7,0,5000.0,1194.027733,1726.574128,0.0,11
3629,1829.837678,1.0,0.0,0.0,0.0,853.585813,0.0,0.0,0.0,0.363636,6,0,2000.0,383.433012,387.526832,0.0,11
3667,2739.836747,0.909091,0.0,0.0,0.0,2970.288928,0.0,0.0,0.0,0.363636,5,0,3000.0,3418.06811,1384.882852,0.0,11
7505,1643.215639,0.818182,0.0,0.0,0.0,2493.498137,0.0,0.0,0.0,0.363636,9,0,2500.0,414.951308,7164.306187,0.0,11
7847,5368.571219,1.0,0.0,0.0,0.0,798.949863,0.0,0.0,0.0,0.363636,4,0,6000.0,1422.726707,1657.002877,0.0,11
4195,2495.25505,0.909091,89.9,89.9,0.0,5290.393032,0.090909,0.090909,0.0,0.363636,13,1,6000.0,582.339752,640.013396,0.0,11
961,838.594895,0.636364,258.49,258.49,0.0,2220.225056,0.181818,0.181818,0.0,0.363636,6,2,2000.0,2670.428981,988.159544,0.0,11
613,1456.530313,0.909091,210.09,128.4,81.69,1785.86516,0.363636,0.363636,0.272727,0.363636,26,9,2000.0,423.100779,628.099733,0.0,11
175,4476.972577,1.0,360.95,231.0,129.95,840.962414,0.454545,0.181818,0.272727,0.363636,11,9,7500.0,2230.331576,1484.636709,0.0,11
5435,720.995394,0.909091,547.46,457.46,90.0,455.540479,0.909091,0.636364,0.454545,0.363636,13,23,900.0,315.918387,544.286252,0.0,11
5661,6851.39075,0.909091,4004.0,117.0,3887.0,10616.27014,0.909091,0.181818,0.818182,0.363636,17,18,7500.0,6746.5317,22011.7798,0.0,11
621,3183.529482,1.0,386.12,386.12,0.0,3715.643596,0.636364,0.636364,0.0,0.363636,7,9,4000.0,4441.185925,752.309324,0.0,11
675,525.143055,0.571429,0.0,0.0,0.0,1019.874229,0.0,0.0,0.0,0.142857,4,0,1200.0,200.10608,130.9144,0.0,7
2181,2578.733343,1.0,0.0,0.0,0.0,2601.723396,0.0,0.0,0.0,0.142857,2,0,3000.0,312.16358,356.580899,0.0,7
2945,2230.477487,0.857143,0.0,0.0,0.0,2480.833949,0.0,0.0,0.0,0.142857,2,0,2500.0,391.306121,397.057608,0.0,7
5389,4.817213,0.285714,0.0,0.0,0.0,38.627907,0.0,0.0,0.0,0.142857,1,0,500.0,51.013461,16.261428,0.0,7
5659,4302.771935,0.857143,0.0,0.0,0.0,5875.404159,0.0,0.0,0.0,0.142857,5,0,6000.0,384.040295,1966.521666,0.0,7
6015,1000.814822,0.285714,0.0,0.0,0.0,3465.266978,0.0,0.0,0.0,0.142857,6,0,6000.0,235.351288,460.6965,0.0,7
6021,644.987222,0.714286,0.0,0.0,0.0,1059.025424,0.0,0.0,0.0,0.142857,3,0,1200.0,148.120171,132.494842,0.0,7
6253,1.753241,0.571429,0.0,0.0,0.0,390.92983,0.0,0.0,0.0,0.142857,2,0,3000.0,704.789521,46.396619,1.0,7
6605,253.143106,0.142857,0.0,0.0,0.0,3351.385591,0.0,0.0,0.0,0.142857,3,0,5000.0,0.0,,0.0,7
6819,1001.435526,1.0,0.0,0.0,0.0,1098.291504,0.0,0.0,0.0,0.142857,4,0,1200.0,174.569685,303.579585,0.0,7
6861,770.11922,0.857143,0.0,0.0,0.0,1085.168416,0.0,0.0,0.0,0.142857,1,0,2500.0,64.429192,229.94082,0.0,7
6965,899.526526,0.714286,0.0,0.0,0.0,1363.827125,0.0,0.0,0.0,0.142857,2,0,1500.0,202.25573,168.184085,0.0,7
8239,2269.800656,0.714286,0.0,0.0,0.0,3359.844146,0.0,0.0,0.0,0.142857,3,0,3500.0,403.640958,967.007841,0.0,7
3639,1117.594403,1.0,291.62,0.0,291.62,1596.771919,1.0,0.0,0.857143,0.142857,2,7,2000.0,74.055925,382.846205,0.0,7
4771,908.354652,1.0,231.35,0.0,231.35,944.183414,1.0,0.0,0.857143,0.142857,3,7,1000.0,161.97536,930.115009,0.0,7
6149,2150.940844,1.0,1105.74,0.0,1105.74,2220.336732,1.0,0.0,0.857143,0.142857,7,13,2500.0,631.429223,2825.419309,0.0,7
453,2677.842539,1.0,149.8,149.8,0.0,2838.173232,0.142857,0.142857,0.0,0.142857,13,1,3000.0,0.0,,0.0,7
1889,1058.726643,0.571429,191.0,191.0,0.0,1639.830365,0.142857,0.142857,0.0,0.142857,2,2,2000.0,171.044001,354.529079,0.0,7
4617,133.957441,0.571429,128.5,0.0,128.5,357.492328,0.142857,0.0,0.142857,0.142857,2,1,1500.0,507.934017,37.947135,0.0,7
7947,1191.014802,1.0,590.8,590.8,0.0,1040.908414,0.142857,0.142857,0.0,0.142857,3,3,3000.0,476.484106,165.145689,0.0,7
4847,379.288635,0.714286,550.0,50.0,500.0,388.81823,0.571429,0.142857,0.571429,0.142857,2,6,500.0,509.404913,531.98821,0.0,7
5949,726.323657,0.857143,231.35,0.0,231.35,929.852206,0.714286,0.0,0.571429,0.142857,1,7,1000.0,248.997065,816.92918,0.0,7
7917,919.799915,0.857143,320.01,69.0,251.01,1056.477112,0.857143,0.142857,0.714286,0.142857,3,7,1200.0,195.595593,673.698985,0.0,7
425,328.943655,0.714286,0.0,0.0,0.0,746.311927,0.0,0.0,0.0,0.285714,2,0,1500.0,498.286059,103.323766,0.0,7
1417,215.015895,0.285714,0.0,0.0,0.0,1034.617513,0.0,0.0,0.0,0.285714,4,0,1500.0,0.0,,0.0,7
1835,3168.902659,0.857143,0.0,0.0,0.0,3854.441191,0.0,0.0,0.0,0.285714,6,0,4200.0,390.289118,935.43069,0.0,7
3089,502.399014,0.428571,0.0,0.0,0.0,1392.472408,0.0,0.0,0.0,0.285714,4,0,1500.0,0.0,,0.0,7
3681,1019.135688,1.0,0.0,0.0,0.0,1153.912092,0.0,0.0,0.0,0.285714,3,0,1200.0,114.172744,370.212719,0.0,7
6671,435.696854,1.0,0.0,0.0,0.0,460.284824,0.0,0.0,0.0,0.285714,4,0,500.0,70.419023,153.993517,0.0,7
6951,912.912728,0.857143,0.0,0.0,0.0,1563.920556,0.0,0.0,0.0,0.285714,9,0,1500.0,212.084925,331.487123,0.0,7
3105,931.907808,1.0,1142.12,0.0,1142.12,1113.924335,1.0,0.0,0.857143,0.285714,3,14,1000.0,957.421268,1064.015704,0.0,7
7195,1333.896193,1.0,233.31,0.0,233.31,1432.955059,1.0,0.0,0.857143,0.285714,3,7,1500.0,310.700827,298.330185,0.0,7
6007,1016.496072,1.0,64.82,64.82,0.0,994.182547,0.142857,0.142857,0.0,0.285714,8,1,1200.0,74.543258,289.569906,0.0,7
5147,657.223335,0.857143,1151.91,615.85,536.06,442.688396,0.714286,0.285714,0.571429,0.285714,2,13,1000.0,632.225833,350.841821,0.2,7
391,4444.817182,1.0,237.5,0.0,237.5,728.526785,0.428571,0.0,0.285714,0.285714,2,5,5500.0,794.282028,608.642269,0.0,7
1611,1245.654818,0.714286,626.56,626.56,0.0,1658.285219,0.428571,0.428571,0.0,0.285714,6,8,2500.0,249.873228,274.369204,0.0,7
625,239.101942,1.0,750.0,0.0,750.0,1299.253842,0.857143,0.0,0.714286,0.285714,3,6,6500.0,2021.846497,96.572665,0.428571,7
1659,2042.585017,0.857143,498.96,0.0,498.96,2364.540395,0.857143,0.0,0.714286,0.285714,5,9,2500.0,414.718951,1517.202791,0.0,7
45,1002.791997,1.0,0.0,0.0,0.0,234.105509,0.0,0.0,0.0,0.083333,3,0,1200.0,239.80734,225.238271,0.0,12
65,1198.763306,1.0,0.0,0.0,0.0,57.645727,0.0,0.0,0.0,0.083333,2,0,1200.0,128.39674,7464.326611,0.0,12
125,71.310815,0.090909,0.0,0.0,0.0,1849.578078,0.0,0.0,0.0,0.083333,1,0,6000.0,0.0,,0.0,12
129,1530.725391,1.0,0.0,0.0,0.0,59.670168,0.0,0.0,0.0,0.083333,1,0,1600.0,347.028845,526.384797,0.0,12
251,174.214883,0.363636,0.0,0.0,0.0,956.089092,0.0,0.0,0.0,0.083333,1,0,1200.0,238.06524,200.254118,0.0,12
261,4802.507595,1.0,0.0,0.0,0.0,286.576749,0.0,0.0,0.0,0.083333,1,0,5000.0,986.609534,1852.577516,0.0,12
265,45.972648,1.0,0.0,0.0,0.0,90.651341,0.0,0.0,0.0,0.083333,1,0,500.0,120.805392,122.432543,0.125,12
325,1134.726574,1.0,0.0,0.0,0.0,19.555003,0.0,0.0,0.0,0.083333,1,0,1200.0,78.603131,7639.575747,0.0,12
467,3899.763741,1.0,0.0,0.0,0.0,925.72976,0.0,0.0,0.0,0.083333,1,0,6500.0,877.767833,1454.215974,0.0,12
499,1081.672472,1.0,0.0,0.0,0.0,18.573429,0.0,0.0,0.0,0.083333,1,0,1500.0,1713.311527,541.172178,0.1,12
507,448.808529,0.909091,0.0,0.0,0.0,667.057963,0.0,0.0,0.0,0.083333,1,0,4000.0,651.33864,192.140691,0.0,12
523,2676.253141,0.909091,0.0,0.0,0.0,2832.570661,0.0,0.0,0.0,0.083333,2,0,3000.0,0.0,,0.0,12
609,0.933462,0.363636,0.0,0.0,0.0,39.348512,0.0,0.0,0.0,0.083333,1,0,6000.0,109.244925,36.387033,0.0,12
699,350.819852,0.363636,0.0,0.0,0.0,1056.46058,0.0,0.0,0.0,0.083333,3,0,1200.0,119.701887,340.789604,0.0,12
749,1438.46998,1.0,0.0,0.0,0.0,88.409075,0.0,0.0,0.0,0.083333,1,0,1500.0,298.435921,366.90327,0.0,12
791,8.640998,0.363636,0.0,0.0,0.0,2777.200448,0.0,0.0,0.0,0.083333,1,0,6000.0,11267.69478,5.045387,0.5,12
823,221.861874,1.0,0.0,0.0,0.0,250.779227,0.0,0.0,0.0,0.083333,2,0,2500.0,209.265168,203.118526,0.0,12
867,1402.44598,1.0,0.0,0.0,0.0,109.398095,0.0,0.0,0.0,0.083333,1,0,1500.0,438.031669,432.195428,0.0,12
983,1437.545676,1.0,0.0,0.0,0.0,154.529131,0.0,0.0,0.0,0.083333,1,0,3000.0,406.05425,406.16845,0.0,12
1043,32.215585,1.0,0.0,0.0,0.0,758.123122,0.0,0.0,0.0,0.083333,3,0,7500.0,838.652563,216.581883,0.083333,12
1061,1116.44317,1.0,0.0,0.0,0.0,18.904244,0.0,0.0,0.0,0.083333,1,0,1200.0,264.159577,312.807548,0.0,12
1067,1958.327414,1.0,0.0,0.0,0.0,39.461591,0.0,0.0,0.0,0.083333,1,0,2100.0,404.070285,999.050377,0.0,12
1087,1001.129965,1.0,0.0,0.0,0.0,457.757366,0.0,0.0,0.0,0.083333,1,0,1200.0,462.290269,469.620367,0.0,12
1107,229.667169,1.0,0.0,0.0,0.0,985.337823,0.0,0.0,0.0,0.083333,1,0,3000.0,1120.65839,131.179377,0.1,12
1127,1089.528456,1.0,0.0,0.0,0.0,76.027194,0.0,0.0,0.0,0.083333,1,0,1200.0,371.902953,421.748003,0.0,12
1143,1446.080403,1.0,0.0,0.0,0.0,75.50221,0.0,0.0,0.0,0.083333,1,0,1700.0,361.533622,496.679318,0.0,12
1161,398.341908,0.272727,0.0,0.0,0.0,3623.583341,0.0,0.0,0.0,0.083333,2,0,18000.0,7705.86499,166.965184,0.0,12
1167,1902.444082,1.0,0.0,0.0,0.0,2272.984507,0.0,0.0,0.0,0.083333,3,0,2500.0,2751.373324,650.087006,0.083333,12
1239,7088.358802,1.0,0.0,0.0,0.0,3118.050456,0.0,0.0,0.0,0.083333,2,0,7500.0,4539.526102,2183.319473,0.0,12
1267,40.247238,0.181818,0.0,0.0,0.0,909.480894,0.0,0.0,0.0,0.083333,2,0,1500.0,3578.648701,69.271137,1.0,12
1307,1121.018433,1.0,0.0,0.0,0.0,410.041428,0.0,0.0,0.0,0.083333,2,0,1500.0,858.248769,296.752391,0.0,12
1345,3027.570865,1.0,0.0,0.0,0.0,2081.583331,0.0,0.0,0.0,0.083333,3,0,4500.0,1074.265678,883.685949,0.0,12
1361,435.490797,1.0,0.0,0.0,0.0,58.565665,0.0,0.0,0.0,0.083333,2,0,500.0,220.136035,305.833099,0.0,12
1369,1876.872139,1.0,0.0,0.0,0.0,741.088191,0.0,0.0,0.0,0.083333,1,0,2300.0,940.91574,583.146807,0.0,12
1419,112.973151,1.0,0.0,0.0,0.0,152.483846,0.0,0.0,0.0,0.083333,1,0,6000.0,552.938783,207.920808,0.0,12
1455,5.109352,0.181818,0.0,0.0,0.0,78.990599,0.0,0.0,0.0,0.083333,1,0,1000.0,77.984721,14.840576,0.1,12
1551,153.602336,0.181818,0.0,0.0,0.0,962.466343,0.0,0.0,0.0,0.083333,1,0,1800.0,19.342419,37.240196,0.0,12
1553,1859.165344,1.0,0.0,0.0,0.0,1543.160715,0.0,0.0,0.0,0.083333,5,0,3500.0,310.775643,659.586136,0.0,12
1575,4.390888,0.272727,0.0,0.0,0.0,19.35123,0.0,0.0,0.0,0.083333,1,0,500.0,95.983734,112.02371,0.0,12
1643,303.740542,0.545455,0.0,0.0,0.0,869.489056,0.0,0.0,0.0,0.083333,2,0,1000.0,359.36061,211.249109,0.0,12
1687,1294.324002,1.0,0.0,0.0,0.0,101.183886,0.0,0.0,0.0,0.083333,1,0,1500.0,495.527043,393.227405,0.0,12
1703,306.115129,0.454545,0.0,0.0,0.0,991.835378,0.0,0.0,0.0,0.083333,1,0,1200.0,2653.659381,155.681898,0.2,12
1771,1083.07662,1.0,0.0,0.0,0.0,91.903204,0.0,0.0,0.0,0.083333,1,0,1200.0,309.300185,476.830891,0.0,12
1829,1.366727,0.545455,0.0,0.0,0.0,191.751369,0.0,0.0,0.0,0.083333,1,0,1200.0,594.099172,26.161818,0.166667,12
1873,1049.603233,1.0,0.0,0.0,0.0,438.384856,0.0,0.0,0.0,0.083333,1,0,1500.0,221.394099,276.752949,0.0,12
1895,1132.282217,1.0,0.0,0.0,0.0,68.520455,0.0,0.0,0.0,0.083333,1,0,1200.0,281.613657,240.366583,0.0,12
1935,867.938337,0.363636,0.0,0.0,0.0,7378.253685,0.0,0.0,0.0,0.083333,1,0,8000.0,22889.17468,645.775344,0.5,12
1941,1360.742377,1.0,0.0,0.0,0.0,1481.587093,0.0,0.0,0.0,0.083333,1,0,1500.0,378.294227,321.354137,0.0,12
1947,3508.560867,1.0,0.0,0.0,0.0,2251.744713,0.0,0.0,0.0,0.083333,2,0,9000.0,4508.112909,935.839831,0.0,12
2057,1338.317684,0.909091,0.0,0.0,0.0,1961.77281,0.0,0.0,0.0,0.083333,1,0,2000.0,2313.97005,398.031823,0.111111,12
2061,3871.433675,1.0,0.0,0.0,0.0,975.139233,0.0,0.0,0.0,0.083333,5,0,9500.0,903.655941,953.264819,0.0,12
2095,960.221148,0.727273,0.0,0.0,0.0,1357.652469,0.0,0.0,0.0,0.083333,3,0,1500.0,308.039409,373.610849,0.0,12
2161,128.375213,0.727273,0.0,0.0,0.0,1897.551775,0.0,0.0,0.0,0.083333,2,0,9500.0,0.0,,0.0,12
2179,195.361788,1.0,0.0,0.0,0.0,368.716548,0.0,0.0,0.0,0.083333,1,0,8500.0,153.610279,165.079071,0.0,12
2229,1426.870236,1.0,0.0,0.0,0.0,98.687898,0.0,0.0,0.0,0.083333,1,0,1500.0,324.97095,642.629679,0.0,12
2241,780.382656,0.636364,0.0,0.0,0.0,1372.812459,0.0,0.0,0.0,0.083333,3,0,1500.0,201.628458,429.816935,0.0,12
2277,2861.137399,1.0,0.0,0.0,0.0,265.06559,0.0,0.0,0.0,0.083333,1,0,3000.0,752.365473,786.946437,0.0,12
2285,1154.410108,0.909091,0.0,0.0,0.0,2593.398852,0.0,0.0,0.0,0.083333,1,0,3000.0,2607.110273,471.642521,0.090909,12
2437,2.175751,0.454545,0.0,0.0,0.0,136.662804,0.0,0.0,0.0,0.083333,1,0,3000.0,278.731912,56.686755,0.2,12
2465,1.470582,0.272727,0.0,0.0,0.0,18.149946,0.0,0.0,0.0,0.083333,1,0,9000.0,81.65922,60.080498,1.0,12
2513,3.036243,0.090909,0.0,0.0,0.0,81.569379,0.0,0.0,0.0,0.083333,1,0,500.0,0.0,,0.0,12
2527,2778.220254,1.0,0.0,0.0,0.0,99.790116,0.0,0.0,0.0,0.083333,2,0,3000.0,813.686705,1449.354152,0.0,12
2565,214.896542,0.636364,0.0,0.0,0.0,1192.015721,0.0,0.0,0.0,0.083333,1,0,3000.0,2298.902197,214.263752,0.2,12
2615,907.680311,1.0,0.0,0.0,0.0,159.333467,0.0,0.0,0.0,0.083333,1,0,1200.0,1368.734996,229.658625,0.0,12
2623,26.247988,0.090909,0.0,0.0,0.0,2861.967408,0.0,0.0,0.0,0.083333,1,0,3000.0,0.0,,0.0,12
2645,645.528692,1.0,0.0,0.0,0.0,6479.639793,0.0,0.0,0.0,0.083333,1,0,10000.0,0.0,,0.0,12
2647,862.07238,1.0,0.0,0.0,0.0,920.309805,0.0,0.0,0.0,0.083333,1,0,4000.0,2236.890255,214.828158,0.083333,12
2687,8.248278,0.363636,0.0,0.0,0.0,74.905547,0.0,0.0,0.0,0.083333,1,0,4000.0,323.533469,64.837252,0.5,12
